order_id,order_datetime,buyer_id,buyer_type,fruit_type,quantity,catalog_price,paid_amount,is_anomaly
ORD-01862,2024-01-05 10:00:00,BUY-0106,retail,Pepaya,3,10000.0,27242.0,False
ORD-02186,2024-01-05 15:00:00,BUY-0060,retail,Mangga,1,25865.0,24279.0,False
ORD-02481,2024-01-05 17:00:00,BUY-0018,retail,Mangga,3,26090.0,71046.0,False
ORD-03125,2024-01-06 10:00:00,BUY-0088,retail,Pepaya,1,9672.0,9622.0,False
ORD-00008,2024-01-06 10:00:00,BUY-0080,retail,Pepaya,4,10139.0,38080.0,False
ORD-02692,2024-01-06 14:00:00,BUY-0117,retail,Nanas,2,12314.0,23633.0,False
ORD-01757,2024-01-06 15:00:00,BUY-0042,reseller,Mangga,22,23830.0,516610.0,False
ORD-01247,2024-01-06 17:00:00,BUY-0033,retail,Pisang,4,16423.0,63576.0,False
ORD-02686,2024-01-06 21:00:00,BUY-0021,retail,Mangga,3,26095.0,77781.0,False
ORD-00312,2024-01-06 21:00:00,BUY-0114,retail,Anggur,1,52479.0,49910.0,False
ORD-03790,2024-01-07 09:00:00,BUY-0030,retail,Semangka,4,10150.0,38504.0,False
ORD-02381,2024-01-07 12:00:00,BUY-0026,retail,Pepaya,4,10366.0,38141.0,False
ORD-03723,2024-01-07 14:00:00,BUY-0110,reseller,Mangga,32,26211.0,811421.0,False
ORD-01109,2024-01-07 16:00:00,BUY-0009,retail,Semangka,3,10018.0,29896.0,False
ORD-00436,2024-01-08 00:00:00,BUY-0046,reseller,Pepaya,98,9904.0,65649.0,True
ORD-00786,2024-01-08 10:00:00,BUY-0028,retail,Pepaya,2,10190.0,19519.0,False
ORD-03817,2024-01-08 11:00:00,BUY-0129,retail,Nanas,1,12099.0,11034.0,False
ORD-03902,2024-01-08 17:00:00,BUY-0001,retail,Nanas,1,12699.0,11709.0,False
ORD-00977,2024-01-08 21:00:00,BUY-0072,retail,Pisang,3,15779.0,42952.0,False
ORD-03167,2024-01-09 10:00:00,BUY-0070,retail,Pisang,2,16258.0,31461.0,False
ORD-03102,2024-01-09 11:00:00,BUY-0072,retail,Semangka,3,9805.0,27569.0,False
ORD-00901,2024-01-09 15:00:00,BUY-0144,retail,Nanas,3,12818.0,37295.0,False
ORD-04001,2024-01-09 16:00:00,BUY-0079,retail,Jeruk,2,22446.0,43667.0,False
ORD-02600,2024-01-09 16:00:00,BUY-0130,retail,Apel,1,32490.0,31326.0,False
ORD-04141,2024-01-09 21:00:00,BUY-0082,retail,Jeruk,2,22382.0,41346.0,False
ORD-00029,2024-01-10 08:00:00,BUY-0111,retail,Semangka,3,10496.0,29052.0,False
ORD-01192,2024-01-10 09:00:00,BUY-0018,retail,Mangga,1,25833.0,23973.0,False
ORD-01423,2024-01-10 09:00:00,BUY-0126,retail,Apel,3,33111.0,91569.0,False
ORD-00023,2024-01-10 14:00:00,BUY-0147,retail,Apel,2,34080.0,64269.0,False
ORD-01183,2024-01-10 18:00:00,BUY-0015,retail,Anggur,2,52473.0,104143.0,False
ORD-01860,2024-01-11 03:00:00,BUY-0141,retail,Apel,173,33565.0,194289.0,True
ORD-04068,2024-01-11 12:00:00,BUY-0055,retail,Anggur,1,50974.0,47396.0,False
ORD-02141,2024-01-11 13:00:00,BUY-0126,retail,Mangga,1,24333.0,23476.0,False
ORD-01184,2024-01-11 13:00:00,BUY-0042,reseller,Pepaya,20,9757.0,176254.0,False
ORD-01940,2024-01-11 18:00:00,BUY-0021,retail,Apel,2,33006.0,61987.0,False
ORD-03031,2024-01-11 20:00:00,BUY-0148,retail,Mangga,1,26155.0,23683.0,False
ORD-00085,2024-01-11 20:00:00,BUY-0005,retail,Semangka,2,10111.0,19106.0,False
ORD-03601,2024-01-12 12:00:00,BUY-0109,retail,Anggur,3,54208.0,159749.0,False
ORD-03197,2024-01-12 12:00:00,BUY-0060,retail,Jeruk,3,23499.0,70447.0,False
ORD-00897,2024-01-12 13:00:00,BUY-0147,retail,Semangka,1,9628.0,9420.0,False
ORD-00479,2024-01-12 14:00:00,BUY-0058,retail,Nanas,4,11993.0,43845.0,False
ORD-01483,2024-01-12 15:00:00,BUY-0126,retail,Jeruk,1,22981.0,21399.0,False
ORD-00378,2024-01-12 16:00:00,BUY-0098,retail,Anggur,3,51113.0,148335.0,False
ORD-03022,2024-01-12 17:00:00,BUY-0010,retail,Pepaya,3,10171.0,29139.0,False
ORD-01928,2024-01-12 17:00:00,BUY-0086,retail,Pisang,3,16872.0,47577.0,False
ORD-02643,2024-01-12 20:00:00,BUY-0061,retail,Nanas,3,12851.0,36388.0,False
ORD-01297,2024-01-12 20:00:00,BUY-0036,retail,Semangka,2,9793.0,18973.0,False
ORD-01553,2024-01-13 10:00:00,BUY-0064,retail,Jeruk,2,22907.0,43172.0,False
ORD-02890,2024-01-13 14:00:00,BUY-0133,retail,Nanas,1,12620.0,11576.0,False
ORD-01363,2024-01-13 15:00:00,BUY-0079,retail,Apel,2,33486.0,63268.0,False
ORD-00545,2024-01-13 19:00:00,BUY-0111,retail,Apel,1,31788.0,31227.0,False
ORD-01685,2024-01-14 09:00:00,BUY-0061,retail,Pisang,1,16636.0,16001.0,False
ORD-03267,2024-01-14 15:00:00,BUY-0028,retail,Anggur,2,54185.0,100634.0,False
ORD-03760,2024-01-15 10:00:00,BUY-0150,retail,Anggur,1,53115.0,51795.0,False
ORD-03900,2024-01-15 15:00:00,BUY-0087,retail,Nanas,1,11880.0,11209.0,False
ORD-00407,2024-01-15 17:00:00,BUY-0110,reseller,Semangka,39,9847.0,381576.0,False
ORD-00785,2024-01-15 17:00:00,BUY-0039,retail,Anggur,2,54037.0,98614.0,False
ORD-01851,2024-01-16 10:00:00,BUY-0030,retail,Jeruk,4,21753.0,81695.0,False
ORD-01519,2024-01-16 11:00:00,BUY-0146,retail,Jeruk,4,23333.0,91730.0,False
ORD-00083,2024-01-16 15:00:00,BUY-0069,retail,Nanas,2,12166.0,22538.0,False
ORD-02983,2024-01-16 19:00:00,BUY-0008,retail,Pisang,4,16240.0,59737.0,False
ORD-02081,2024-01-16 19:00:00,BUY-0087,retail,Semangka,4,10156.0,39044.0,False
ORD-01677,2024-01-16 20:00:00,BUY-0024,reseller,Pisang,37,16438.0,607933.0,False
ORD-01926,2024-01-16 21:00:00,BUY-0067,retail,Mangga,3,25918.0,71952.0,False
ORD-02040,2024-01-17 19:00:00,BUY-0069,retail,Mangga,2,24972.0,44974.0,False
ORD-01622,2024-01-18 00:00:00,BUY-0058,retail,Pisang,192,15758.0,74112.0,True
ORD-00088,2024-01-18 09:00:00,BUY-0057,retail,Mangga,2,25112.0,47597.0,False
ORD-02359,2024-01-18 09:00:00,BUY-0013,retail,Apel,1,34035.0,31907.0,False
ORD-00708,2024-01-18 16:00:00,BUY-0134,retail,Nanas,3,13101.0,37993.0,False
ORD-01229,2024-01-18 17:00:00,BUY-0070,retail,Jeruk,2,21509.0,39856.0,False
ORD-00959,2024-01-18 19:00:00,BUY-0012,reseller,Pisang,30,15861.0,450146.0,False
ORD-03811,2024-01-19 03:00:00,BUY-0040,retail,Pisang,196,16724.0,159728.0,True
ORD-00046,2024-01-19 12:00:00,BUY-0037,retail,Nanas,4,12348.0,49169.0,False
ORD-03106,2024-01-19 17:00:00,BUY-0039,retail,Mangga,3,25302.0,73705.0,False
ORD-04070,2024-01-19 18:00:00,BUY-0074,retail,Jeruk,4,22443.0,89191.0,False
ORD-03317,2024-01-19 18:00:00,BUY-0030,retail,Apel,2,33181.0,65864.0,False
ORD-03385,2024-01-19 18:00:00,BUY-0050,retail,Pepaya,4,9827.0,36285.0,False
ORD-00417,2024-01-19 19:00:00,BUY-0131,retail,Anggur,1,53636.0,52213.0,False
ORD-01697,2024-01-19 20:00:00,BUY-0107,retail,Semangka,1,10067.0,9299.0,False
ORD-01806,2024-01-20 02:00:00,BUY-0126,retail,Anggur,197,50683.0,651861.0,True
ORD-00622,2024-01-20 08:00:00,BUY-0137,reseller,Pepaya,32,9821.0,301233.0,False
ORD-02868,2024-01-20 09:00:00,BUY-0120,retail,Mangga,3,25995.0,72198.0,False
ORD-01673,2024-01-20 10:00:00,BUY-0026,retail,Pisang,3,17021.0,47970.0,False
ORD-03121,2024-01-20 11:00:00,BUY-0037,retail,Semangka,2,10123.0,19269.0,False
ORD-00618,2024-01-20 12:00:00,BUY-0086,retail,Apel,1,32494.0,29462.0,False
ORD-00907,2024-01-20 17:00:00,BUY-0146,retail,Mangga,4,25915.0,101525.0,False
ORD-02099,2024-01-20 17:00:00,BUY-0014,reseller,Mangga,18,25793.0,459591.0,False
ORD-01417,2024-01-20 19:00:00,BUY-0053,retail,Nanas,1,12152.0,11541.0,False
ORD-02438,2024-01-20 20:00:00,BUY-0062,retail,Mangga,3,24450.0,72612.0,False
ORD-00496,2024-01-21 08:00:00,BUY-0051,retail,Anggur,1,51490.0,47619.0,False
ORD-03843,2024-01-21 13:00:00,BUY-0072,retail,Apel,3,33024.0,94544.0,False
ORD-00650,2024-01-21 14:00:00,BUY-0053,retail,Pisang,3,15901.0,43464.0,False
ORD-00623,2024-01-21 15:00:00,BUY-0045,reseller,Anggur,22,49896.0,1080971.0,False
ORD-01074,2024-01-22 01:00:00,BUY-0077,retail,Jeruk,61,21537.0,99378.0,True
ORD-00617,2024-01-22 14:00:00,BUY-0005,retail,Jeruk,1,22925.0,22516.0,False
ORD-02282,2024-01-22 14:00:00,BUY-0070,retail,Semangka,1,10239.0,9923.0,False
ORD-02166,2024-01-22 15:00:00,BUY-0010,retail,Semangka,1,10284.0,9753.0,False
ORD-01343,2024-01-22 15:00:00,BUY-0007,retail,Jeruk,3,22648.0,66903.0,False
ORD-03398,2024-01-22 20:00:00,BUY-0119,retail,Semangka,1,10178.0,9514.0,False
ORD-03528,2024-01-23 10:00:00,BUY-0012,reseller,Nanas,20,12404.0,242103.0,False
ORD-03367,2024-01-23 10:00:00,BUY-0118,retail,Semangka,2,9850.0,18154.0,False
ORD-02725,2024-01-23 14:00:00,BUY-0099,retail,Pepaya,4,9845.0,35517.0,False
ORD-03735,2024-01-23 14:00:00,BUY-0134,retail,Semangka,4,9927.0,36625.0,False
ORD-02215,2024-01-23 17:00:00,BUY-0150,retail,Semangka,2,10142.0,19918.0,False
ORD-02586,2024-01-23 17:00:00,BUY-0147,retail,Mangga,1,25878.0,24251.0,False
ORD-00411,2024-01-23 19:00:00,BUY-0033,retail,Pisang,4,15802.0,58057.0,False
ORD-00596,2024-01-24 01:00:00,BUY-0066,retail,Nanas,52,12015.0,35730.0,True
ORD-03671,2024-01-24 14:00:00,BUY-0084,retail,Pisang,4,17104.0,62479.0,False
ORD-01715,2024-01-24 14:00:00,BUY-0124,retail,Semangka,1,10170.0,9239.0,False
ORD-01747,2024-01-24 17:00:00,BUY-0032,reseller,Anggur,31,53787.0,1516706.0,False
ORD-00917,2024-01-24 19:00:00,BUY-0025,retail,Anggur,1,55070.0,52227.0,False
ORD-02923,2024-01-24 19:00:00,BUY-0075,retail,Nanas,2,12331.0,22633.0,False
ORD-01135,2024-01-25 03:00:00,BUY-0149,retail,Pepaya,133,10279.0,45237.0,True
ORD-03816,2024-01-25 08:00:00,BUY-0133,retail,Nanas,4,12183.0,45300.0,False
ORD-02736,2024-01-25 09:00:00,BUY-0031,retail,Mangga,3,24417.0,67864.0,False
ORD-02941,2024-01-25 09:00:00,BUY-0116,reseller,Pepaya,30,9712.0,270767.0,False
ORD-02275,2024-01-25 09:00:00,BUY-0026,retail,Apel,1,33624.0,31612.0,False
ORD-03133,2024-01-25 10:00:00,BUY-0098,retail,Apel,3,31477.0,90866.0,False
ORD-03475,2024-01-25 12:00:00,BUY-0016,retail,Mangga,1,24230.0,22334.0,False
ORD-02198,2024-01-25 15:00:00,BUY-0037,retail,Anggur,3,52311.0,149891.0,False
ORD-03753,2024-01-25 16:00:00,BUY-0111,retail,Nanas,1,12127.0,11874.0,False
ORD-03651,2024-01-25 20:00:00,BUY-0050,retail,Pepaya,1,9908.0,9257.0,False
ORD-04104,2024-01-25 20:00:00,BUY-0067,retail,Semangka,1,10045.0,9428.0,False
ORD-00934,2024-01-26 03:00:00,BUY-0136,retail,Semangka,106,9829.0,30558.0,True
ORD-00681,2024-01-26 10:00:00,BUY-0111,retail,Anggur,3,49999.0,148452.0,False
ORD-01228,2024-01-26 11:00:00,BUY-0086,retail,Apel,2,32926.0,62122.0,False
ORD-01882,2024-01-26 11:00:00,BUY-0028,retail,Nanas,1,12223.0,12131.0,False
ORD-01702,2024-01-26 15:00:00,BUY-0036,retail,Jeruk,3,22895.0,68282.0,False
ORD-00995,2024-01-26 20:00:00,BUY-0060,retail,Jeruk,2,22435.0,43201.0,False
ORD-03683,2024-01-26 21:00:00,BUY-0041,retail,Mangga,3,25322.0,70427.0,False
ORD-02061,2024-01-27 08:00:00,BUY-0090,retail,Mangga,3,25374.0,73254.0,False
ORD-03677,2024-01-27 08:00:00,BUY-0131,retail,Apel,4,33429.0,126843.0,False
ORD-01004,2024-01-27 09:00:00,BUY-0045,reseller,Jeruk,34,21380.0,712228.0,False
ORD-01749,2024-01-27 11:00:00,BUY-0083,reseller,Pepaya,15,10284.0,153498.0,False
ORD-02441,2024-01-27 16:00:00,BUY-0127,retail,Semangka,3,10236.0,29406.0,False
ORD-02714,2024-01-27 16:00:00,BUY-0112,retail,Apel,3,33018.0,92773.0,False
ORD-03873,2024-01-27 21:00:00,BUY-0086,retail,Anggur,4,54172.0,204884.0,False
ORD-03729,2024-01-28 08:00:00,BUY-0020,retail,Semangka,3,9662.0,26574.0,False
ORD-00052,2024-01-28 09:00:00,BUY-0111,retail,Anggur,1,53388.0,51304.0,False
ORD-00319,2024-01-28 13:00:00,BUY-0150,retail,Anggur,1,54668.0,54361.0,False
ORD-01554,2024-01-28 18:00:00,BUY-0051,retail,Pisang,3,16966.0,46194.0,False
ORD-03316,2024-01-28 19:00:00,BUY-0026,retail,Jeruk,2,23116.0,43234.0,False
ORD-02571,2024-01-28 21:00:00,BUY-0099,retail,Nanas,3,12718.0,37672.0,False
ORD-03123,2024-01-29 08:00:00,BUY-0117,retail,Jeruk,2,22515.0,45018.0,False
ORD-03017,2024-01-29 11:00:00,BUY-0111,retail,Semangka,4,9886.0,38724.0,False
ORD-02207,2024-01-29 12:00:00,BUY-0074,retail,Jeruk,4,21479.0,80448.0,False
ORD-04020,2024-01-29 13:00:00,BUY-0098,retail,Anggur,4,50103.0,182953.0,False
ORD-03104,2024-01-29 15:00:00,BUY-0052,retail,Pepaya,1,9692.0,9425.0,False
ORD-02874,2024-01-29 15:00:00,BUY-0096,retail,Nanas,2,12991.0,24938.0,False
ORD-02208,2024-01-29 16:00:00,BUY-0099,retail,Pisang,1,15920.0,14390.0,False
ORD-00170,2024-01-29 16:00:00,BUY-0090,retail,Jeruk,1,23455.0,22558.0,False
ORD-02842,2024-01-29 17:00:00,BUY-0065,retail,Jeruk,4,22638.0,90311.0,False
ORD-02391,2024-01-29 20:00:00,BUY-0106,retail,Nanas,1,12013.0,10928.0,False
ORD-01802,2024-01-30 01:00:00,BUY-0124,retail,Anggur,137,55111.0,495430.0,True
ORD-04035,2024-01-30 08:00:00,BUY-0139,retail,Pepaya,1,9992.0,9242.0,False
ORD-01479,2024-01-30 10:00:00,BUY-0049,retail,Anggur,3,53669.0,146332.0,False
ORD-01001,2024-01-30 15:00:00,BUY-0107,retail,Mangga,3,24289.0,71665.0,False
ORD-01083,2024-01-30 19:00:00,BUY-0060,retail,Apel,3,31622.0,88324.0,False
ORD-04037,2024-01-30 21:00:00,BUY-0140,retail,Semangka,1,9861.0,9559.0,False
ORD-03676,2024-01-31 10:00:00,BUY-0060,retail,Apel,1,32903.0,32418.0,False
ORD-00580,2024-01-31 10:00:00,BUY-0070,retail,Anggur,3,53004.0,154956.0,False
ORD-01567,2024-01-31 11:00:00,BUY-0113,retail,Pepaya,2,9565.0,18675.0,False
ORD-03057,2024-01-31 18:00:00,BUY-0116,reseller,Pepaya,27,10087.0,258343.0,False
ORD-03474,2024-02-01 10:00:00,BUY-0103,retail,Pepaya,4,9929.0,36304.0,False
ORD-03350,2024-02-01 10:00:00,BUY-0138,retail,Anggur,1,54873.0,51474.0,False
ORD-00390,2024-02-01 14:00:00,BUY-0026,retail,Nanas,2,12239.0,22411.0,False
ORD-02548,2024-02-01 16:00:00,BUY-0095,retail,Pepaya,3,10273.0,28515.0,False
ORD-03215,2024-02-02 10:00:00,BUY-0014,reseller,Semangka,18,10231.0,183305.0,False
ORD-02512,2024-02-02 10:00:00,BUY-0092,retail,Anggur,1,50818.0,50552.0,False
ORD-00525,2024-02-02 15:00:00,BUY-0048,retail,Pepaya,3,9854.0,29040.0,False
ORD-02254,2024-02-02 15:00:00,BUY-0003,reseller,Pisang,15,16884.0,239261.0,False
ORD-02926,2024-02-02 20:00:00,BUY-0144,retail,Pepaya,2,10109.0,19137.0,False
ORD-02436,2024-02-03 10:00:00,BUY-0002,retail,Semangka,4,9906.0,39369.0,False
ORD-01392,2024-02-03 10:00:00,BUY-0054,retail,Apel,4,33779.0,122376.0,False
ORD-01760,2024-02-03 13:00:00,BUY-0081,retail,Semangka,2,10072.0,18515.0,False
ORD-02506,2024-02-03 14:00:00,BUY-0137,reseller,Pisang,37,16367.0,587428.0,False
ORD-00692,2024-02-03 14:00:00,BUY-0016,retail,Pisang,1,15986.0,15797.0,False
ORD-00109,2024-02-04 10:00:00,BUY-0079,retail,Jeruk,4,23389.0,86242.0,False
ORD-01274,2024-02-04 11:00:00,BUY-0019,reseller,Jeruk,32,21968.0,671379.0,False
ORD-03544,2024-02-04 15:00:00,BUY-0096,retail,Mangga,2,24047.0,44285.0,False
ORD-01605,2024-02-04 16:00:00,BUY-0122,retail,Anggur,2,50896.0,98462.0,False
ORD-01895,2024-02-04 17:00:00,BUY-0078,retail,Pepaya,4,9632.0,36629.0,False
ORD-02652,2024-02-04 19:00:00,BUY-0020,retail,Mangga,1,23948.0,23625.0,False
ORD-02357,2024-02-04 20:00:00,BUY-0132,reseller,Pepaya,34,10180.0,314047.0,False
ORD-02465,2024-02-05 10:00:00,BUY-0150,retail,Apel,2,33479.0,65461.0,False
ORD-00182,2024-02-05 12:00:00,BUY-0118,retail,Jeruk,1,22673.0,20460.0,False
ORD-02790,2024-02-05 13:00:00,BUY-0086,retail,Anggur,3,51160.0,151652.0,False
ORD-01681,2024-02-05 14:00:00,BUY-0040,retail,Pepaya,4,10199.0,39583.0,False
ORD-01606,2024-02-06 09:00:00,BUY-0009,retail,Pepaya,1,9729.0,9168.0,False
ORD-01608,2024-02-06 11:00:00,BUY-0137,reseller,Anggur,33,53167.0,1727681.0,False
ORD-00063,2024-02-06 12:00:00,BUY-0096,retail,Semangka,1,9792.0,9081.0,False
ORD-01994,2024-02-06 12:00:00,BUY-0097,retail,Semangka,3,9579.0,28309.0,False
ORD-04091,2024-02-06 17:00:00,BUY-0036,retail,Jeruk,1,22503.0,22212.0,False
ORD-00587,2024-02-06 21:00:00,BUY-0037,retail,Pisang,2,17055.0,33149.0,False
ORD-00585,2024-02-07 09:00:00,BUY-0103,retail,Pepaya,2,10284.0,19310.0,False
ORD-02077,2024-02-07 15:00:00,BUY-0123,retail,Pisang,3,16914.0,45803.0,False
ORD-02124,2024-02-07 16:00:00,BUY-0104,reseller,Apel,30,31618.0,910095.0,False
ORD-03770,2024-02-07 19:00:00,BUY-0078,retail,Pisang,4,16872.0,65174.0,False
ORD-00985,2024-02-07 20:00:00,BUY-0123,retail,Nanas,3,12080.0,34614.0,False
ORD-02347,2024-02-07 21:00:00,BUY-0002,retail,Nanas,4,12811.0,47693.0,False
ORD-00874,2024-02-08 11:00:00,BUY-0001,retail,Apel,2,31698.0,61188.0,False
ORD-00201,2024-02-08 13:00:00,BUY-0135,retail,Semangka,4,9607.0,37313.0,False
ORD-03485,2024-02-08 13:00:00,BUY-0099,retail,Pepaya,1,10184.0,9568.0,False
ORD-02451,2024-02-09 10:00:00,BUY-0124,retail,Anggur,3,52639.0,156364.0,False
ORD-02478,2024-02-09 17:00:00,BUY-0038,retail,Mangga,4,25504.0,93016.0,False
ORD-00979,2024-02-09 17:00:00,BUY-0140,retail,Jeruk,2,22495.0,41415.0,False
ORD-03675,2024-02-10 15:00:00,BUY-0105,retail,Jeruk,1,22606.0,20498.0,False
ORD-02497,2024-02-10 16:00:00,BUY-0107,retail,Mangga,1,24748.0,23204.0,False
ORD-00507,2024-02-10 18:00:00,BUY-0074,retail,Mangga,4,26230.0,102557.0,False
ORD-01632,2024-02-10 18:00:00,BUY-0024,reseller,Apel,24,33662.0,747477.0,False
ORD-00422,2024-02-10 20:00:00,BUY-0065,retail,Jeruk,2,21906.0,42435.0,False
ORD-00515,2024-02-11 08:00:00,BUY-0118,retail,Mangga,1,24086.0,22359.0,False
ORD-03913,2024-02-11 10:00:00,BUY-0097,retail,Anggur,4,51791.0,197920.0,False
ORD-01373,2024-02-11 10:00:00,BUY-0024,reseller,Semangka,33,10050.0,307793.0,False
ORD-02267,2024-02-11 10:00:00,BUY-0090,retail,Anggur,2,53610.0,103703.0,False
ORD-01959,2024-02-11 13:00:00,BUY-0067,retail,Mangga,3,25377.0,70881.0,False
ORD-02760,2024-02-11 16:00:00,BUY-0040,retail,Pisang,4,17075.0,67728.0,False
ORD-00921,2024-02-11 18:00:00,BUY-0114,retail,Pisang,3,16084.0,47792.0,False
ORD-03482,2024-02-11 19:00:00,BUY-0032,reseller,Pisang,32,15944.0,501577.0,False
ORD-01995,2024-02-12 08:00:00,BUY-0029,retail,Apel,1,34084.0,30997.0,False
ORD-00638,2024-02-12 09:00:00,BUY-0052,retail,Pisang,4,15963.0,57678.0,False
ORD-01552,2024-02-12 12:00:00,BUY-0061,retail,Pisang,2,17297.0,34065.0,False
ORD-02378,2024-02-12 14:00:00,BUY-0067,retail,Pisang,3,16669.0,48577.0,False
ORD-02549,2024-02-12 17:00:00,BUY-0149,retail,Semangka,1,10252.0,9967.0,False
ORD-00848,2024-02-12 21:00:00,BUY-0109,retail,Pisang,2,15944.0,30843.0,False
ORD-00624,2024-02-13 11:00:00,BUY-0033,retail,Nanas,2,11887.0,21886.0,False
ORD-01345,2024-02-13 14:00:00,BUY-0150,retail,Apel,2,30992.0,60467.0,False
ORD-02583,2024-02-13 14:00:00,BUY-0101,reseller,Apel,21,32628.0,653326.0,False
ORD-03198,2024-02-13 19:00:00,BUY-0060,retail,Pisang,1,15702.0,15664.0,False
ORD-04122,2024-02-13 19:00:00,BUY-0148,retail,Pepaya,2,10083.0,18985.0,False
ORD-02763,2024-02-13 21:00:00,BUY-0117,retail,Anggur,4,50998.0,192458.0,False
ORD-01512,2024-02-14 08:00:00,BUY-0031,retail,Anggur,2,54830.0,102477.0,False
ORD-02829,2024-02-14 13:00:00,BUY-0086,retail,Mangga,1,24946.0,23302.0,False
ORD-02537,2024-02-14 14:00:00,BUY-0097,retail,Nanas,2,12547.0,24306.0,False
ORD-01110,2024-02-14 15:00:00,BUY-0025,retail,Mangga,2,24220.0,47732.0,False
ORD-01006,2024-02-14 16:00:00,BUY-0116,reseller,Jeruk,27,22133.0,571812.0,False
ORD-01763,2024-02-14 16:00:00,BUY-0136,retail,Nanas,3,12649.0,34943.0,False
ORD-02408,2024-02-14 19:00:00,BUY-0113,retail,Pepaya,1,10051.0,9236.0,False
ORD-00502,2024-02-15 02:00:00,BUY-0001,retail,Pisang,186,17259.0,234805.0,True
ORD-00238,2024-02-15 17:00:00,BUY-0116,reseller,Mangga,10,24549.0,227061.0,False
ORD-03290,2024-02-15 18:00:00,BUY-0057,retail,Apel,2,34055.0,63854.0,False
ORD-03597,2024-02-15 19:00:00,BUY-0131,retail,Anggur,2,54208.0,99302.0,False
ORD-00616,2024-02-15 19:00:00,BUY-0090,retail,Apel,1,30997.0,30984.0,False
ORD-01657,2024-02-15 21:00:00,BUY-0061,retail,Semangka,1,9642.0,9364.0,False
ORD-03730,2024-02-15 21:00:00,BUY-0080,retail,Mangga,1,26164.0,24596.0,False
ORD-03906,2024-02-16 09:00:00,BUY-0043,retail,Mangga,1,24574.0,22376.0,False
ORD-03055,2024-02-16 11:00:00,BUY-0126,retail,Anggur,1,53527.0,52394.0,False
ORD-01573,2024-02-16 13:00:00,BUY-0074,retail,Nanas,1,12248.0,12192.0,False
ORD-04137,2024-02-16 15:00:00,BUY-0022,retail,Nanas,4,11967.0,45627.0,False
ORD-02679,2024-02-16 17:00:00,BUY-0133,retail,Nanas,2,12353.0,23888.0,False
ORD-01639,2024-02-16 21:00:00,BUY-0072,retail,Pepaya,1,10392.0,10288.0,False
ORD-02313,2024-02-17 08:00:00,BUY-0122,retail,Apel,1,31271.0,29623.0,False
ORD-00893,2024-02-17 12:00:00,BUY-0050,retail,Pisang,1,16315.0,15935.0,False
